Date,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over
01-08-1985,7.1,6.9,7.3,19.3,16.9,11,7,5.1,4.6,4.2
01-09-1985,7.1,6.9,7.4,20.3,16.4,10.9,7.1,5.1,4.7,4
01-10-1985,7.1,7.1,7.3,22.7,17.8,11.1,6.9,4.8,4.6,3.9
01-11-1985,7,6.9,7.2,20.8,16.7,11.1,6.9,4.9,4.2,3.8
01-12-1985,7,6.8,7.2,21.4,17.5,10.7,6.7,4.9,4.6,3.9
01-01-1986,6.7,6.5,6.9,20.6,16.6,10.4,6.3,4.7,4.6,3.9
01-02-1986,7.2,7,7.4,21.2,17,10.9,7.1,5.3,4.4,4.3
01-03-1986,7.2,7,7.4,19.9,16.9,10.7,7,5.2,4.6,4.2
01-04-1986,7.1,6.9,7.4,20.7,18,10.8,7.1,5.2,4.5,3.9
01-05-1986,7.2,7.1,7.3,20.7,17.2,11.2,7.1,5.2,4.7,3.6
01-06-1986,7.2,7.1,7.3,20.8,18.4,10.6,7,5.3,4.9,3.8
01-07-1986,7,7.1,7,20.1,17,10.7,7.1,5,4.5,3.9
01-08-1986,6.9,6.9,6.9,19.8,16.9,10.5,6.8,4.9,4.5,3.8
01-09-1986,7,7.1,6.9,20.5,17.2,11.1,6.9,4.9,4.4,3.9
01-10-1986,7,7,6.9,18.9,16.5,10.6,7,5.1,4.3,4.1
01-11-1986,6.9,6.9,6.9,20.5,16.4,10,7,5.1,4.2,3.8
01-12-1986,6.6,6.7,6.5,19,16.2,10.7,6.7,4.7,4.1,3.4
01-01-1987,6.6,6.7,6.6,19.7,16.1,10.6,6.8,4.8,4,3.2
01-02-1987,6.6,6.6,6.6,19.8,16.5,10.5,6.5,4.7,4.4,3
01-03-1987,6.6,6.5,6.7,20.2,16.2,10.2,6.4,4.9,4.2,3.5
01-04-1987,6.3,6.3,6.3,19.2,15.7,10.1,6.2,4.5,4,3.5
01-05-1987,6.3,6.4,6.2,21.5,14.6,9.8,6.1,4.4,3.9,3.5
01-06-1987,6.2,6.3,6,19.3,14.8,10,5.9,4.4,4.1,3.2
01-07-1987,6.1,6.1,6,17.5,14.3,9.7,5.9,4.6,4,3.1
01-08-1987,6,6.1,6,17.6,14.7,9.4,5.8,4.4,4,3.3
01-09-1987,5.9,5.8,6,17.8,15.4,9.4,5.6,4.5,3.7,3.4
01-10-1987,6,5.9,6.1,20.3,14.8,8.8,5.6,4.6,4.1,3.2
01-11-1987,5.8,5.7,6,19.3,14.7,8.8,5.7,4.1,3.8,3.4
01-12-1987,5.7,5.7,5.8,17.5,14.8,8.5,5.8,4.2,3.5,3.1
01-01-1988,5.7,5.7,5.8,18.3,14.2,9,5.6,4.2,3.5,3.4
01-02-1988,5.7,5.6,5.9,17.4,14,8.9,5.5,4.3,3.7,3.2
01-03-1988,5.7,5.7,5.7,18.1,15.8,9.2,5.5,4.1,3.2,3.1
01-04-1988,5.4,5.3,5.6,18.3,14.1,8.7,5.3,3.9,3.4,3
01-05-1988,5.6,5.6,5.6,16.8,14.6,9.1,5.3,4.2,3.3,3.3
01-06-1988,5.4,5.4,5.4,16.1,13.1,8.4,5.5,3.7,3.3,3
01-07-1988,5.4,5.3,5.5,17.3,13.2,8.6,5.3,3.9,3.5,3
01-08-1988,5.6,5.6,5.6,17.5,13.8,8.5,5.6,4,3.4,3.1
01-09-1988,5.4,5.3,5.5,19.9,12.9,8.2,5.5,3.7,3.6,2.9
01-10-1988,5.4,5.4,5.4,17.2,13.5,8.5,5.4,3.8,3.3,2.8
01-11-1988,5.3,5.3,5.3,15.6,12.6,8.5,5.6,3.8,3.5,2.8
01-12-1988,5.3,5.3,5.3,16.5,13.6,8.6,5.1,3.8,3.5,3.1
01-01-1989,5.4,5.4,5.4,18.2,15,9.2,5,3.8,3.5,3
01-02-1989,5.2,5.2,5.1,18.2,12.6,8.2,5,3.8,3.1,3
01-03-1989,5,4.9,5.2,15.8,12.9,8,5,3.6,3.3,2.7
01-04-1989,5.2,5.2,5.3,15.8,13.9,8.4,5.3,3.8,3.3,2.9
01-05-1989,5.2,5,5.4,16.1,14.4,8,5.4,3.6,2.9,3
01-06-1989,5.3,5.1,5.6,17.7,14.7,8.7,5.2,3.4,3,3.3
01-07-1989,5.2,5,5.6,17.4,12.1,8.7,5.2,3.8,3.1,3.1
01-08-1989,5.2,5.1,5.4,17.1,12.7,8.8,4.9,3.8,3.1,3
01-09-1989,5.3,5.4,5.2,17.2,14.4,8.8,5.3,4,2.9,3
01-10-1989,5.3,5.3,5.4,16.7,13.8,8.7,5.2,3.9,3.3,3
01-11-1989,5.4,5.4,5.4,17.6,13.9,9,5.1,4,3.3,3.3
01-12-1989,5.4,5.3,5.4,18.1,13.7,8.8,5.2,3.9,3.3,3.4
01-01-1990,5.4,5.4,5.3,16,13.8,8.6,5.1,3.8,3.5,3.4
01-02-1990,5.3,5.2,5.4,18.4,12.9,8.4,5.3,3.7,3.2,3.3
01-03-1990,5.2,5.2,5.3,16.7,12.8,8.6,5.2,3.7,3.2,3.2
01-04-1990,5.4,5.4,5.4,17.1,13.5,9.2,5.3,3.8,3.4,3.2
01-05-1990,5.4,5.3,5.4,18.7,13.2,8.6,5.4,3.8,3.3,3
01-06-1990,5.2,5.3,5.2,16.8,13.1,8.3,5.2,4,3.3,2.8
01-07-1990,5.5,5.6,5.4,16.4,13.9,8.5,5.6,4.2,3.3,3.1
01-08-1990,5.7,5.8,5.6,18.5,14.6,9,5.7,4.2,3.5,3.2
01-09-1990,5.9,5.9,5.8,18.6,14.9,9.2,5.8,4.5,3.5,3.3
01-10-1990,5.9,6.1,5.7,18.8,15.2,9.4,5.8,4.5,3.8,3.6
01-11-1990,6.2,6.4,5.9,19.4,15.7,9.4,6.1,4.8,4.3,3.5
01-12-1990,6.3,6.5,5.9,20,15.8,9.2,6.2,4.8,4.4,3.5
01-01-1991,6.4,6.5,6.2,20.6,17.1,9.6,6.3,4.8,4.2,3.5
01-02-1991,6.6,6.9,6.1,18.7,16.6,10.4,6.6,5,4.5,3.8
01-03-1991,6.8,7.2,6.3,20.5,17,10.5,6.9,5.2,4.6,4
01-04-1991,6.7,7.1,6.2,20.6,16.6,10.2,6.8,5.3,4.3,3.8
01-05-1991,6.9,7.2,6.6,19.7,18.7,11,6.9,5.4,4.5,4
01-06-1991,6.9,7.2,6.5,20.2,17.5,11.1,6.9,5.2,4.4,4.2
01-07-1991,6.8,7.2,6.3,22.4,17.3,11.1,6.7,5,4.5,3.9
01-08-1991,6.9,7.2,6.5,22.1,16.4,10.8,7,5.3,4.6,3.9
01-09-1991,6.9,7.3,6.4,21,17.1,10.8,7.1,5.2,4.7,3.8
01-10-1991,7,7.3,6.6,21.7,17.3,11.4,7.2,5.2,4.8,3.7
01-11-1991,7,7.4,6.7,21.2,17.5,11.3,7.2,5.3,4.8,4.2
01-12-1991,7.3,7.6,6.9,24.3,17.6,11.8,7.3,5.3,4.8,4.4
01-01-1992,7.3,7.8,6.7,21.8,17.3,11.3,7.4,5.5,5.1,4.4
01-02-1992,7.4,7.9,6.9,23,18.2,11.3,7.4,5.9,5.3,4.4
01-03-1992,7.4,7.9,6.9,22.7,18.8,11.1,7.6,5.7,5.3,4.5
01-04-1992,7.4,7.7,6.9,21.9,16.9,11.2,7.6,5.6,5.2,4.8
01-05-1992,7.6,8.1,7.1,23.5,18,11.6,7.7,5.8,5.4,4.9
01-06-1992,7.8,8.3,7.3,26.3,20.8,11.4,7.9,5.9,5.2,5.3
01-07-1992,7.7,8,7.3,23.4,18.9,11.5,7.6,5.9,5.3,5.3
01-08-1992,7.6,8,7.2,21.8,18.3,11.3,7.8,5.9,5.2,5
01-09-1992,7.6,8,7.2,24.3,18.6,11.3,7.8,5.9,5.1,4.8
01-10-1992,7.3,7.8,6.8,22.1,16.1,11.2,7.8,5.9,4.9,4.9
01-11-1992,7.4,7.8,7,24.2,18.2,11.2,7.7,5.8,4.9,4.7
01-12-1992,7.4,7.6,7.2,23.2,17.7,11.4,7.4,6.1,4.9,4.6
01-01-1993,7.3,7.4,7,23.8,17.5,11.1,7.2,5.7,5,4.4
01-02-1993,7.1,7.4,6.9,22.1,18.2,11.3,7.1,5.6,4.9,4.3
01-03-1993,7,7.5,6.5,23.7,17.2,10.7,7.1,5.4,5.1,4.3
01-04-1993,7.1,7.4,6.7,22,18.6,10.9,6.9,5.5,5.2,4.2
01-05-1993,7.1,7.3,6.8,21,18.9,11.4,6.9,5.5,4.9,4.2
01-06-1993,7,7.4,6.7,23.6,17.5,10.6,7.2,5.5,4.9,4.3
01-07-1993,6.9,7.2,6.5,20,17.1,10.4,7,5.3,4.9,4.3
01-08-1993,6.8,7.1,6.4,19.8,17.3,10.3,6.8,5.3,4.8,4.2
01-09-1993,6.7,7,6.4,19.5,16.9,9.7,6.9,5.3,4.8,4.6
01-10-1993,6.8,6.9,6.5,21.4,17.1,10.1,6.7,5.7,4.6,4.5
01-11-1993,6.6,6.7,6.5,21,16.8,10,6.4,5.6,4.2,4.2
01-12-1993,6.5,6.6,6.4,20,16.4,9.8,6.6,5.3,4.4,4.4
01-01-1994,6.6,6.8,6.4,20.9,16.3,10.9,6.5,5.2,4.2,4.5
01-02-1994,6.6,6.7,6.4,21.2,15.6,10.2,6.7,5,4.4,4.5
01-03-1994,6.5,6.5,6.5,19.6,17.2,10.5,6.5,5,4,4.5
01-04-1994,6.4,6.4,6.3,23.4,16.4,10.1,6.5,4.5,3.9,4.2
01-05-1994,6.1,6.1,6,20,16.7,9.6,6,4.4,4.1,4.1
01-06-1994,6.1,6.1,6.1,20.4,15.7,9.6,5.8,4.6,4.2,4
01-07-1994,6.1,6.3,5.9,20.2,15.6,9.7,5.8,4.6,4.1,4.1
01-08-1994,6,6.1,6,19.6,15.5,9.9,5.8,4.6,4,4.1
01-09-1994,5.9,5.8,5.9,19.7,15.7,9.2,5.6,4.8,3.8,3.7
01-10-1994,5.8,5.8,5.7,18.3,16.9,9,5.7,4.3,3.9,4
01-11-1994,5.6,5.6,5.6,18,13.8,9.2,5.5,4.2,3.8,3.9
01-12-1994,5.5,5.5,5.5,18.3,16.2,8.6,5.4,4.1,3.4,3.5
01-01-1995,5.6,5.6,5.6,19.4,14.2,8.6,5.8,4.2,3.3,3.9
01-02-1995,5.4,5.4,5.5,20,15.3,8.5,5.2,4.2,3.4,3.6
01-03-1995,5.4,5.3,5.5,19.6,14,9.1,5.2,4.1,3.5,3.5
01-04-1995,5.8,5.6,5.9,20.4,15.7,8.9,5.7,4.5,3.4,3.8
01-05-1995,5.6,5.8,5.5,20.9,15.3,8.7,5.6,4.6,3.2,3.8
01-06-1995,5.6,5.6,5.7,18.9,15.5,9,5.5,4.4,3.3,3.8
01-07-1995,5.7,5.6,5.8,21.2,15.7,9.2,5.3,4.5,3.4,3.8
01-08-1995,5.7,5.7,5.6,20.7,14.9,9.8,5.2,4.4,3.4,3.7
01-09-1995,5.6,5.6,5.7,20.3,15.6,9.9,5.5,4.2,3.3,3.6
01-10-1995,5.5,5.4,5.7,20.5,15.3,9.5,5,4.5,3.3,3.5
01-11-1995,5.6,5.7,5.5,20.4,15.6,8.8,5.4,4.3,3.5,3.8
01-12-1995,5.6,5.7,5.5,20.4,16.4,9.2,5.4,4.2,3.4,3.5
01-01-1996,5.6,5.6,5.8,20,16.1,10,5.5,4.1,3.6,3.6
01-02-1996,5.5,5.6,5.4,19.7,14.6,9.6,5.3,4.1,3.4,3.7
01-03-1996,5.5,5.6,5.3,19.1,15.9,9.4,5.3,4.1,3.4,3.6
01-04-1996,5.6,5.6,5.5,19,15.8,9.1,5.4,4.2,3.6,3.3
01-05-1996,5.6,5.6,5.5,19.7,14.9,9.6,5.5,4,3.6,3.6
01-06-1996,5.3,5.3,5.3,18.9,14,9.2,5.1,3.9,3.4,3.5
01-07-1996,5.5,5.5,5.4,20.3,14.5,9.6,5.3,4.1,3,3.7
01-08-1996,5.1,5,5.3,19.1,15.2,8.5,4.9,4,3.1,3.2
01-09-1996,5.2,5.2,5.2,17.4,14.2,8.9,4.9,4.2,3.2,3.3
01-10-1996,5.2,5.1,5.4,18,15.1,8.9,4.9,4.1,3.3,3.2
01-11-1996,5.4,5.3,5.4,16.8,16.8,9.1,5.1,4.4,3.2,3
01-12-1996,5.4,5,5.7,19.2,15,9.1,5.1,4.1,3.4,3.4
01-01-1997,5.3,5.3,5.3,17.4,16.3,9.5,4.9,4.2,3.2,3.1
01-02-1997,5.2,5.1,5.4,19.3,15.6,8.6,5.1,4.2,3.2,3.1
01-03-1997,5.2,5.1,5.2,19.1,14.6,8.9,4.9,4,3.1,3.2
01-04-1997,5.1,5.1,5,18.6,14,9,4.8,3.8,3,3
01-05-1997,4.9,4.6,5.2,18.8,14.4,8.2,4.8,3.7,3,3.1
01-06-1997,5,5,5,17.3,16.2,8.3,4.7,3.7,3.1,3.2
01-07-1997,4.9,4.8,5,18.7,15.8,7.7,4.7,3.6,3,3
01-08-1997,4.8,4.8,4.9,17.9,15,8.1,4.7,3.6,2.9,3.1
01-09-1997,4.9,4.7,5,19.2,14,8.3,4.6,3.7,3.1,3
01-10-1997,4.7,4.7,4.7,17.2,13.6,8.6,4.4,3.7,2.9,2.9
01-11-1997,4.6,4.6,4.7,17.4,13.2,8.5,4.3,3.5,2.7,2.7
01-12-1997,4.7,4.7,4.8,17.5,11.7,8.5,4.3,3.8,2.9,2.7
01-01-1998,4.6,4.5,4.8,16.9,11.5,9.1,4.2,3.7,2.8,2.7
01-02-1998,4.6,4.5,4.8,18.2,11.6,8.4,4.3,3.4,3.1,2.6
01-03-1998,4.7,4.6,4.8,16.8,13.2,7.9,4.7,3.5,2.9,2.7
01-04-1998,4.3,4.1,4.6,15.4,12.1,7.5,4.1,3.3,2.8,2.6
01-05-1998,4.4,4.3,4.5,16.4,14.2,7.6,4.2,3.4,2.6,2.6
01-06-1998,4.5,4.4,4.6,17.9,12.5,8,4.3,3.4,2.7,2.6
01-07-1998,4.5,4.6,4.5,16.6,13.4,8.1,4.4,3.3,2.8,2.8
01-08-1998,4.5,4.4,4.6,17.1,13.6,8.4,4.3,3.2,2.7,2.7
01-09-1998,4.6,4.6,4.6,17.8,13.3,8.4,4.4,3.2,2.7,2.7
01-10-1998,4.5,4.4,4.7,18.9,13.7,7.3,4.7,3.3,2.6,2.7
01-11-1998,4.4,4.3,4.6,17.6,12.8,6.8,4.2,3.3,2.7,3
01-12-1998,4.4,4.3,4.4,16.3,11.9,7.2,4.1,3.3,2.6,2.9
01-01-1999,4.3,4.2,4.4,18.3,13,7.1,4.1,3,2.6,2.8
01-02-1999,4.4,4.3,4.5,15.2,12.8,7.7,4.2,3.2,2.8,2.8
01-03-1999,4.2,3.9,4.4,16.6,12.4,7.2,4.1,2.9,2.5,2.8
01-04-1999,4.3,4.1,4.6,16.7,12.3,7.5,4.1,3.1,2.6,2.9
01-05-1999,4.2,4.2,4.2,16,11.8,7.4,3.9,3.2,2.5,2.8
01-06-1999,4.3,4.2,4.4,16.8,11.8,7.6,4,3.3,2.3,3.1
01-07-1999,4.3,4.2,4.5,15.5,11.9,7.8,4.1,3.1,2.6,3
01-08-1999,4.2,4.1,4.3,15.6,12.1,7.4,3.9,3.2,2.5,2.7
01-09-1999,4.2,4.1,4.4,16.1,13.9,7.4,3.9,3.1,2.5,2.6
01-10-1999,4.1,4.1,4.1,16.4,12.4,7.7,3.9,2.9,2.5,2.6
01-11-1999,4.1,4,4.2,16.3,12.2,7.6,3.8,2.7,2.6,2.6
01-12-1999,4,4,4.1,15.9,11.7,7.3,3.6,2.8,2.7,2.6
01-01-2000,4,3.9,4.1,14.4,11.4,7.5,3.6,3,2.6,2.7
01-02-2000,4.1,4.1,4.1,15.5,12.3,7.6,3.6,3.1,2.4,2.8
01-03-2000,4,3.8,4.3,15.3,11.9,7.4,3.7,3.2,2.2,2.7
01-04-2000,3.8,3.7,4,14.8,11.1,7.2,3.5,3,2.1,2.3
01-05-2000,4,3.9,4.2,15.9,11,8,3.8,3,2.4,2.5
01-06-2000,4,3.8,4.1,14.4,10.9,7.5,3.6,3.1,2.5,2.3
01-07-2000,4,3.9,4.2,15.9,11.8,7,3.9,3.1,2.5,2.5
01-08-2000,4.1,3.9,4.3,16.5,12.8,6.6,3.8,3.1,2.7,2.7
01-09-2000,3.9,3.9,4,15.8,11.4,6.5,3.7,2.9,2.6,2.7
01-10-2000,3.9,3.9,3.9,15.3,11.2,6.7,3.7,2.8,2.5,2.7
01-11-2000,3.9,3.9,4,15.6,11.4,6.8,3.7,2.9,2.4,2.8
01-12-2000,3.9,4,3.8,15.5,11.6,7,3.7,2.9,2.5,2.4
01-01-2001,4.2,4.2,4.1,17.7,11.5,7.3,4.1,3.1,2.7,2.7
01-02-2001,4.2,4.3,4.2,17.5,11,7.4,4,3.1,2.8,2.8
01-03-2001,4.3,4.3,4.2,16.2,12.1,7.6,4.1,3.2,2.8,2.7
01-04-2001,4.4,4.5,4.3,16.8,12.2,8.1,4.3,3.1,2.9,2.7
01-05-2001,4.3,4.4,4.2,15.4,12.4,8.1,4.3,3.4,2.8,2.6
01-06-2001,4.5,4.6,4.4,16.2,13,8.2,4.5,3.5,2.8,2.7
01-07-2001,4.6,4.6,4.5,17.6,12.2,7.9,4.3,3.7,3,2.9
01-08-2001,4.9,5,4.8,18.1,14.3,8.9,4.8,3.7,3.3,3
01-09-2001,5,4.9,5,16.2,14.3,8.4,4.8,4,3.2,3.3
01-10-2001,5.3,5.4,5.2,17.5,14.9,9.1,5.2,4.2,3.7,3.5
01-11-2001,5.5,5.7,5.4,17.5,15,9.3,5.7,4.5,3.6,3.5
01-12-2001,5.7,5.8,5.7,19.4,15.4,9.7,5.9,4.4,3.7,3.9
01-01-2002,5.7,5.8,5.5,18.8,15.3,9.8,5.8,4.6,3.8,3.6
01-02-2002,5.7,5.8,5.5,17.7,14.8,9.7,5.8,4.4,3.9,3.9
01-03-2002,5.7,5.9,5.6,18.6,15.2,10.3,5.8,4.5,3.9,3.6
01-04-2002,5.9,6,5.9,19.9,14.9,10,6.1,4.7,4,4
01-05-2002,5.8,5.8,5.7,20.3,14.4,9,5.9,4.7,4.3,3.9
01-06-2002,5.8,6,5.6,19.1,15,9.3,5.9,4.3,4.4,3.9
01-07-2002,5.8,5.9,5.7,18.9,15.4,9.7,5.8,4.6,4.2,3.7
01-08-2002,5.7,5.9,5.5,19.2,15.8,9.5,5.8,4.4,4,3.9
01-09-2002,5.7,5.9,5.5,19.3,14.3,9.4,5.7,4.6,3.9,3.8
01-10-2002,5.7,5.8,5.6,15.5,14.6,10,5.7,4.8,3.9,3.9
01-11-2002,5.9,6.1,5.6,19.6,15.8,9.6,6,4.9,4,3.6
01-12-2002,6,6.2,5.7,17.8,16.1,9.8,6.1,4.7,4.1,4.3
01-01-2003,5.8,6.2,5.4,18.9,16.1,9.4,6,4.6,3.9,4.1
01-02-2003,5.9,6.1,5.6,19,16.1,9.5,5.8,5.2,4,3.9
01-03-2003,5.9,6.1,5.7,17.3,17.8,9.1,5.8,4.8,4.4,3.9
01-04-2003,6,6.4,5.7,19.3,17,10.2,5.9,4.8,4.2,4.2
01-05-2003,6.1,6.4,5.7,18.2,17.7,10.4,6.1,5.1,4.1,4.3
01-06-2003,6.3,6.7,5.9,20.9,17.5,10.4,6.3,5.3,4,4.4
01-07-2003,6.2,6.6,5.7,20.1,16.8,10.6,6.1,5.2,4,4.1
01-08-2003,6.1,6.3,5.8,18.6,15.4,10.3,6.3,5,4.2,4.2
01-09-2003,6.1,6.4,5.8,19.3,16.4,10.5,6.3,4.8,4.2,4
01-10-2003,6,6.2,5.7,19.8,15.4,9.8,6.3,5,4.1,3.8
01-11-2003,5.8,6.2,5.4,17,14.9,10.3,6,4.8,4,3.9
01-12-2003,5.7,5.8,5.6,18.5,14.7,9.5,5.9,4.7,3.9,3.9
01-01-2004,5.7,5.7,5.7,18.9,15.8,9.7,5.8,4.5,4,3.7
01-02-2004,5.6,5.6,5.5,17.8,15.6,9.5,5.7,4.5,3.9,3.8
01-03-2004,5.8,5.8,5.8,19.8,14.9,9.8,5.8,4.8,4.1,3.7
01-04-2004,5.6,5.7,5.4,21.1,14.3,9.3,5.5,4.4,4,3.8
01-05-2004,5.6,5.8,5.4,21.3,14.4,9.7,5.6,4.3,3.8,4
